ID,Name,Address,Neighborhood,Category,HOLC Grade,Years Active
G0930,El Mundilal,"222 W 116th ST, Manhattan",Central Harlem South,Restaurant,D,1938
G0931,Harlem Sea Food,"2126 7th AVE, Manhattan",Central Harlem North-Polo Grounds,Restaurant,D,1938
G0932,Holly Mount,"2219 8Th AVE, Manhattan",Central Harlem South,Restaurant,D,1938
G0933,Little Gray Shop No. 3,"266 W 145th St, Manhattan",Central Harlem North-Polo Grounds,Restaurant,D,1938
G0934,Liberty,"2230 8th Ave, Manhattan",Central Harlem South,Restaurant,D,1938
G0935,Luxor,"2394 8th AVe, Manhattan",Central Harlem North-Polo Grounds,Restaurant,D,1938
G0937,Monterey,"2330 7th AVE, Manhattan",Central Harlem North-Polo Grounds,Restaurant,D,1938
G0938,New York Lunch,"2723 8th AVE, Manhattan",Central Harlem North-Polo Grounds,Restaurant,D,1938
G0939,Oyster Bay,"2288 8th Ave, Manhattan",Central Harlem South,Restaurant,D,1938
G0940,Sheffield's,"2343 8th Ave, Manhattan",Central Harlem South,Restaurant,D,1938
G0941,Solar Cafeteria,"2201 7th AVe, Manhattan",Central Harlem North-Polo Grounds,Restaurant,D,1938
G0942,Southern,"351 w 125th ST, Manhattan",Morningside Heights,Restaurant,D,1938
G0943,Thomford's,"227 Lenox AVe, Manhattan",Central Harlem South,Restaurant,D,1938
G0944,Tillie's,"207 W 125th ST, Manhattan",Central Harlem South,Restaurant,D,1938
G0946,Blackbirds Inn,"2130 7th AVe, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0947,Brittwood,"594 Lenox Av, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0950,Elbow Inn,"658 Lenox AVe, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0951,Florentine,"2175 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0952,Gotham,"2440 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0953,Gus',"565 Lenox AVe, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0954,Harlem Moon,"2320 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0955,Harlem Hollywood,"105 W 116th St, Manhattan",Central Harlem South,Tavern,D,1938
G0956,Harlem Moon,"2320 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0957,Heat Wave,"1991 7th Ave, Manhattan",Central Harlem South,Tavern,D,1938
G0958,Hot-cha,"2280 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0959,Horee Shoe,"2474 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0960,Jay's,"400 W 148th St, Manhattan",Hamilton Heights,Tavern,D,1938
G0962,La Mar Cheri,"739 St Nicholas Ave, Manhattan",Hamilton Heights,Tavern,D,1938
G0963,Lenox Empire,"281 Lenox Ave, Manhattan",Central Harlem South,Tavern,D,1938
G0964,Lincoln,"518 Lenox Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0965,Lincoln Grill,"2046 7th Ave, Manhattan",Central Harlem South,Tavern,D,1938
G0966,Lildale,"2469 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0967,Logas,"2469 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0971,Monte Carlo,"2247 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0972,Moulin Rouge,"2454 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0973,Murrain,"635 Lenox Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0974,New Harlem,"515 Lenox Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0975,New Manhattan,"503 Lenox Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0976,New Thrill,"2 Bradhurst Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0977,Orange Blossom,"570 Lenox Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0978,Palace,"535 Lenox Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0979,Paradise Inn,"2342 8th Ave, Manhattan",Central Harlem South,Tavern,D,1938
G0980,Pedro Montanez,"23 Lenox Ave, Manhattan",Central Harlem South,Tavern,D,1938
G0981,Roma Gardens,"257 W 116th St, Manhattan",Central Harlem South,Tavern,D,1938
G0982,Red Arrow,"2259 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0983,Reliance,"207 W 116th St, Manhattan",Central Harlem South,Tavern,D,1938
G0984,Renaissance,"2359 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0985,Rythm Club,"2245 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0987,Shanty Inn,"2191 8th Ave, Manhattan",Central Harlem South,Tavern,D,1938
G0988,Silver Cup,"2430 8th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0989,Speedway,"92 St Nicholas Ave, Manhattan",Central Harlem South,Tavern,D,1938
G0990,Sports Innn,"2308 8th Ave, Manhattan",Central Harlem South,Tavern,D,1938
G0991,Swanee,"218 St Nicholas Ave, Manhattan",Central Harlem South,Tavern,D,1938
G0992,The Partridge Inn,"106 St Nicholas Ave, Manhattan",Central Harlem South,Tavern,D,1938
G0993,Tom's Cabin,"760 St Nicholas Ave, Manhattan",Hamilton Heights,Tavern,D,1938
G0994,Victoria,"2418 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0995,Welcome Inn,"2895 8th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0996,Wonder Bar,"2193 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0997,Wonder Bar,"302 W 145th St, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0998,Yeah Man,"2350 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Tavern,D,1938
G0999,Capitol,"115 Lenox Ave, Manhattan",Central Harlem South,Night Club,D,1938
G1004,101 Ranch,"101 W 139th St, Manhattan",Central Harlem North-Polo Grounds,Night Club,D,1938
G1005,A. McCargo,"242 W 145 St, Manhattan",Central Harlem North-Polo Grounds,Barber Shop,D,1938
G1006,B. Carey,"2521 8th Ave, Manhattan",Central Harlem North-Polo Grounds,Barber Shop,D,1938
G1007,B. Garrett,"2311 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Barber Shop,D,1938
G1008,Eldorado,"203 W 116 St, Manhattan",Central Harlem South,Barber Shop,D,1938
G1009,Esquire,"2265 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Barber Shop,D,1938
G1010,Hi-Hat,"2276 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Barber Shop,D,1938
G1011,Hoghie Rayford,"2013 7th Ave, Manhattan",Central Harlem South,Barber Shop,D,1938
G1012,H. Parks,"200 W 146th St, Manhattan",Central Harlem North-Polo Grounds,Barber Shop,D,1938
G1013,Latin America,"2395 8th Ave, Manhattan",Central Harlem North-Polo Grounds,Barber Shop,D,1938
G1014,Leon & Teddy's,"353 W 145th St, Manhattan",Hamilton Heights,Barber Shop,D,1938
G1015,Lud,"166 W 116th St, Manhattan",Central Harlem South,Barber Shop,D,1938
G1016,Park Lane,"2206 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Barber Shop,D,1938
G1017,Manhattan,"2456 8th Ave, Manhattan",Central Harlem North-Polo Grounds,Barber Shop,D,1938
G1018,Majestic,"130 W 116 St, Manhattan",Central Harlem South,Barber Shop,D,1938
G1019,Modernistic,"2132 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Barber Shop,D,1938
G1020,Roxy,"2322 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Barber Shop,D,1938
G1021,Royal,"749 St Nicholas Ave, Manhattan",Hamilton Heights,Barber Shop,D,1938
G1022,Edean,"237 W 145th St, Manhattan",Central Harlem North-Polo Grounds,Barber Shop,D,1938
G1023,Spanish America,"2637 8th Ave, Manhattan",Central Harlem North-Polo Grounds,Barber Shop,D,1938
G1024,Spooner's,"2435 8th Ave, Manhattan",Central Harlem North-Polo Grounds,Barber Shop,D,1938
G1025,World,"2621 8th Ave, Manhattan",Central Harlem North-Polo Grounds,Barber Shop,D,1938
G1026,B. Pierce,"2370 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1027,Beard's,"322 St Nicholas Ave, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1028,Beulah's,"350 Manhattan Ave, Manhattan",Central Harlem South,Beauty Parlor,D,1938
G1029,Chassie,"2148 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1030,Constance,"2192 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1031,De Lux,"2422 8th Ave, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1032,Dutchess,"2392 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1033,Evelyn's,"713 St Nicholas Ave, Manhattan",Hamilton Heights,Beauty Parlor,D,1938
G1034,Frances,"2446 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1035,G. Warren,"348 W 145th St, Manhattan",Hamilton Heights,Beauty Parlor,D,1938
G1036,Glady's,"472 Convent Ave, Manhattan",Hamilton Heights,Beauty Parlor,D,1938
G1037,Harris,"2194 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1038,Helen's,"217 W 145th St, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1039,Ideal,"245 W 116th St, Manhattan",Central Harlem South,Beauty Parlor,D,1938
G1041,Josephine's,"212 St Nicholas Ave, Manhattan",Central Harlem South,Beauty Parlor,D,1938
G1042,La Bolita,"19 St Nicholas Ave, Manhattan",Central Harlem South,Beauty Parlor,D,1938
G1043,Lotties,"2468 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1044,Lu Audra,"2352 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1045,Mae's,"720 St Nicholas Ave, Manhattan",Hamilton Heights,Beauty Parlor,D,1938
G1046,Mamies,"245 W 116 St, Manhattan",Central Harlem South,Beauty Parlor,D,1938
G1047,Murians,"402 St Nicholas Ave, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1048,New Way,"143 W 116th St, Manhattan",Central Harlem South,Beauty Parlor,D,1938
G1049,Park Lane,"2166 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1050,Personality,"2124 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1051,Powder Puff,"2487 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1052,Sybils,"2124 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Beauty Parlor,D,1938
G1053,Silver Leaf,"461 W 150th St, Manhattan",Hamilton Heights,Beauty Parlor,C,1938
G1054,Andy Radiator,"416 W 127th St, Manhattan",Manhattanville,Automotive,Outside Zone,1938
G1057,Daly Bros.,"484 St Nicholas Ave, Manhattan",Central Harlem North-Polo Grounds,Automotive,D,1938
G1058,Green's Auto,"110 W 145th St, Manhattan",Central Harlem North-Polo Grounds,Automotive,D,1938
G1059,H. Facey Painting,"705 Lenox Ave, Manhattan",Central Harlem North-Polo Grounds,Automotive,Outside Zone,1938
G1060,J. Jones Repairs,"120 W 145th St, Manhattan",Central Harlem North-Polo Grounds,Automotive,D,1938
G1061,L. Martinez,"612 Lenox Ave, Manhattan",Central Harlem North-Polo Grounds,Automotive,D,1938
G1062,Meisel Tire,"2079 7th Ave, Manhattan",Central Harlem South,Automotive,D,1938
G1063,Nathan Auto Parts,"34 W 145th St, Manhattan",Central Harlem North-Polo Grounds,Automotive,Outside Zone,1938
G1064,R. & S Auto Elec.,"626 Lenox Ave, Manhattan",Central Harlem North-Polo Grounds,Automotive,D,1938
G1065,Richards Auto Repairing,"112 W 145th St, Manhattan",Central Harlem North-Polo Grounds,Automotive,D,1938
G1066,Stanley Brake,"1020 St Nicholas Ave, Manhattan",Washington Heights South,Automotive,C,1938
G1067,Simons Supply,"133 W 145th St, Manhattan",Central Harlem North-Polo Grounds,Automotive,D,1938
G1068,Uilman & Hauser,"27 St Claire Pl, Manhattan",Manhattanville,Automotive,Outside Zone,1938
G1069,Viaduct Garage,"101 Edgecombe Ave, Manhattan",Central Harlem North-Polo Grounds,Automotive,D,1938
G1070,"W. J. McAvoy, Ignition","703 Lenox Ave, Manhattan",Central Harlem North-Polo Grounds,Automotive,Outside Zone,1938
G1071,Community,"2368 7th Ave, Manhattan",Central Harlem North-Polo Grounds,Auto Loan,D,1938
G1072,Colonial Park,"310 W 144th St, Manhattan",Central Harlem North-Polo Grounds,Garage,D,1938
G1073,Club Danceland,"322 W 125th St, Manhattan",Central Harlem South,Dance Hall,D,1938
G1075,Follies Ball Room,"2356 8th Ave, Manhattan",Central Harlem North-Polo Grounds,Dance Hall,D,1938
G0026,La Marchal Supper Club,"1873 Nostrand Ave, Brooklyn",Erasmus,Bar,Outside Zone,"1961,1962,1963 - 1964,1966 - 1967"
G0094,Katherine's,"345 Sumner Ave, Brooklyn",Stuyvesant Heights,Beauty Parlor,D,"1948,1949,1950,1951,1952,1953,1954,1955"
G0095,Ideal,"285-A Sumner Ave, Brooklyn",Stuyvesant Heights,Beauty Parlor,D,"1948,1949,1950,1951,1952,1953,1954,1955"
G0096,Mariett's,"451 Nostrand Ave, Brooklyn",Bedford,Beauty Parlor,D,"1948,1949,1950,1951,1952,1953,1954"
G0097,Louis,"52 New York Ave, Brooklyn",Crown Heights North,Beauty Parlor,D,1948
G0101,Edith's,"389 Tompkins Ave, Brooklyn",Bedford,Beauty Parlor,D,"1948,1949,1950,1951,1952,1953,1954,1955"
G0102,LaRoberts,"322 Macon St, Brooklyn",Stuyvesant Heights,Beauty Parlor,D,"1950,1951,1952,1953,1954,1955"
G0107,Bartleys,"1125 Fulton St, Brooklyn",Clinton Hill,Beauty Parlor,D,"1939,1948,1949,1950,1951,1952,1953,1954,1955"
G0110,Cloverleaf,"425 Gates Ave, Brooklyn",Bedford,Beauty Parlor,D,1939
G0111,Diddy's,"1518 Fulton St, Brooklyn",Crown Heights North,Beauty Parlor,D,1939
G0112,Emma's,"1391 Fulton St, Brooklyn",Bedford,Beauty Parlor,D,1939
G0113,L. Roberts,"285 Grand Ave, Brooklyn",Clinton Hill,Beauty Parlor,D,1939
G0114,Lamae,"545 Classon Ave, Brooklyn",Clinton Hill,Beauty Parlor,D,1939
G0118,New Shanghai,"361 Nostrand Ave, Brooklyn",Bedford,Chinese Restaurant,D,"1951,1952,1953,1954,1955"
G0119,Fulton Palace,"1139 Fulton St, Brooklyn",Clinton Hill,Chinese Restaurant,D,"1951,1952,1953,1954,1955"
G0120,Chung King,"1139 Fulton St, Brooklyn",Clinton Hill,Chinese Restaurant,D,"1954,1955"
G0124,Bedford,"1153 Atlantic Ave, Brooklyn",Crown Heights North,Dance Hall,D,1939
G0132,Provident,"1265 Bedford Ave, Brooklyn",Crown Heights North,Drug Store,D,"1949,1950,1951,1952,1953,1954,1955"
G0190,La Marchal,"1200 President Street, Brooklyn",Crown Heights South,Hotel,B,"1961,1962,1963 - 1964,1966 - 1967"
G0191,Lefferts Hotel,"127 Lefferts place, Brooklyn",Clinton Hill,Hotel,D,"1950,1951,1952,1953,1954,1955,1956,1957,1959,1960,1961,1962,1963 - 1964,1966 - 1967"
G0192,Lincoln Plaza Hotel,"153 Lincoln Place, Brooklyn",Park Slope-Gowanus,Hotel,C,"1959,1960,1961,1962,1963 - 1964,1966 - 1967"
G0193,Lincoln Terrace Hotel,"1483 Pacific Street, Brooklyn",Crown Heights North,Hotel,D,"1954,1955,1956,1957,1959,1960,1961,1962,1963 - 1964,1966 - 1967"
G0201,Mohawk Hotel,"379 Washington Ave, Brooklyn",Clinton Hill,Hotel,C,"1961,1962,1963 - 1964,1966 - 1967"
G0234,Garfield,"160 Reid Ave, Brooklyn",Stuyvesant Heights,Hotel,D,"1953,1954,1955,1956"
G0238,Boarding House,"160 Reid Ave, Brooklyn",Stuyvesant Heights,Hotel,D,"1955,1959,1960"
G0329,Franklin Arms Hotel,"66 Orange St, Brooklyn",Brooklyn Heights-Cobble Hill,Hotel,B,"1963 - 1964,1966 - 1967"
G0332,Gregory Hotel,"8315 4th Ave, Brooklyn",Bay Ridge,Hotel,B,"1963 - 1964,1966 - 1967"
G0334,Sea Isle Motor Inn,"3900 Shore Parkway, Brooklyn",Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Hotel,D,"1963 - 1964,1966 - 1967"
G0342,YMCA,"405 Carlton Ave, Brooklyn",Fort Greene,Hotel,D,"1948,1949,1950,1951,1952,1953,1954,1955,1956,1957"
G0343,Burma,"145 Gates Ave, Brooklyn",Clinton Hill,Hotel,D,"1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1959"
G0344,T.C.U.,"1124 Fulton St, Brooklyn",Clinton Hill,Hotel,D,1948
G0369,Yak,"1361 Fulton St, Brooklyn",Bedford,Liquor Store,D,"1949,1950,1951,1952,1953,1954,1955"
G0370,Lincoln,"401 Tompkins Ave, Brooklyn",Bedford,Liquor Store,D,"1949,1950,1951,1952,1953,1954,1955"
G0371,York,"1361 Fulton St, Brooklyn",Bedford,Liquor Store,D,"1949,1950,1951,1952,1953,1954,1955"
G0372,Stuyvesant,"1551 Fulton St, Brooklyn",Stuyvesant Heights,Liquor Store,D,"1949,1950,1951,1952,1953,1954,1955"
G0373,Allen Rose,"106 Kingston Ave, Brooklyn",Crown Heights North,Liquor Store,D,"1949,1950,1951,1952,1953,1954,1955"
G0415,Lion's,"307 Ralph Ave, Brooklyn",Ocean Hill,Night Club,D,"1939,1949,1950,1951"
G0451,Ebony,"1330 Fulton St, Brooklyn",Crown Heights North,Night Club,D,"1954,1955"
G0453,Cummins Realty Co.,"19 MacDougal St, Brooklyn",Stuyvesant Heights,Realtor,D,1952
G0454,Al's Restaurant,"1550 Fulton Street, Brooklyn",Crown Heights North,Restaurant,D,"1961,1962,1963 - 1964,1966 - 1967"
G0466,Caravan Restaurant,"377 Hancock Street, Brooklyn",Bedford,Restaurant,D,"1950,1957,1961,1962,1966 - 1967"
G0475,Dew Drop Restaruant,"363 halsey Street, Brooklyn",Stuyvesant Heights,Restaurant,D,"1939,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1959,1960,1961,1962,1963 - 1964,1966 - 1967"
G0483,G & H Restaurant,"382 Sumner Ave, Brooklyn",Stuyvesant Heights,Restaurant,D,"1950,1951,1952,1953,1954,1955,1956,1957,1959,1960,1961,1962,1963 - 1964,1966 - 1967"
G0565,M & M,"1455 Fulton St, Brooklyn",Bedford,Restaurant,D,1939
G0566,Richardson,"1686 Fulton St, Brooklyn",Crown Heights North,Restaurant,D,1939
G0573,Staghead Club,"199-29 Linden Blvd, Brooklyn",Prospect Lefferts Gardens-Wingate,Restaurant,B,"1961,1962"
G0574,Caravan Restaurant,"175 Willoughby Ave, Brooklyn",Clinton Hill,Restaurant,D,1963 - 1964
G0594,Bernice's Cafeteria,"105 Kingston Ave, Brooklyn",Crown Heights North,Restaurant,D,"1948,1949,1950,1951,1952,1953,1954"
G0595,Spick & Span,"70 Kingston Ave, Brooklyn",Crown Heights North,Restaurant,D,"1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1959"
G0596,Sevelle Bar-B-Q,"237 Sumner Ave, Brooklyn",Stuyvesant Heights,Restaurant,D,"1948,1949,1950,1951"
G0600,Daniel's,"1107 Prospect Ave, Brooklyn",Windsor Terrace,Restaurant,C,"1948,1949,1950,1951,1952,1953,1955,1956"
G0610,Continental,"706 Nostrand Ave, Brooklyn",Crown Heights North,Restaurant,C,"1954,1955,1956"
G0611,Jackson's,"1558 Fulton St, Brooklyn",Crown Heights North,Restaurant,D,"1954,1955,1956,1957"
G0615,J.K.,"417 Tompkins Ave, Brooklyn",Bedford,School of Beauty Culture,D,1939
G0616,Lmaneloo,"1345 Fulton St, Brooklyn",Bedford,School of Beauty Culture,D,1939
G0618,Ritz,"1358 Fulton St, Brooklyn",Crown Heights North,School of Beauty Culture,D,1939
G0619,Theresa,"304 Livonia Ave, Brooklyn",Brownsville,School of Beauty Culture,D,"1939,1948,1949,1950,1951,1952,1953,1954,1955"
G0635,G & O,"84 Troy Ave, Brooklyn",Crown Heights North,Tailor,D,"1948,1949,1950,1951,1954"
G0641,Bea Jay,"1722 Fulton St, Brooklyn",Crown Heights North,Tailor,D,"1951,1952,1953,1954,1955"
G0730,Royal Hotel,"1073 Fulton St, Brooklyn",Clinton Hill,Tavern,D,"1939,1948,1949,1950,1951,1952,1953,1954,1955"
G0739,Utopia,"1093 Fulton St, Brooklyn",Clinton Hill,Tavern,D,1939
G0768,Parkside,"759 Gates Ave, Brooklyn",Stuyvesant Heights,Tavern,D,"1948,1949,1950,1951,1952,1953,1954,1955"
G0821,Decatur Bar and Grill,"301 Reid Ave, Brooklyn",Crown Heights North,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0824,Gallagher's Bar,"249 Reid Ave, Brooklyn",Stuyvesant Heights,Tavern,D,"1949,1950,1951"
G0825,Disler's,"759 Gates Ave, Brooklyn",Stuyvesant Heights,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0826,Elegant Bar and Grill,"1420 Fulton St, Brooklyn",Crown Heights North,Tavern,D,"1949,1950,1951,1952,1953"
G0827,Verona Leafe,"1330 Fulton St, Brooklyn",Crown Heights North,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0828,K & C Tavern,"588 Gates Ave, Brooklyn",Stuyvesant Heights,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0829,George's,"328 Tompkins Ave, Brooklyn",Bedford,Tavern,D,"1949,1950,1951,1952,1953"
G0830,Smitty's,"286 Patchen Ave, Brooklyn",Crown Heights North,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0831,Casablanca,"300 Reid Ave, Brooklyn",Crown Heights North,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0833,Bedford Rest,"1253 Bedford Ave, Brooklyn",Crown Heights North,Tavern,D,1949
G0834,Country Cottage,"375 Franklin Ave, Brooklyn",Clinton Hill,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0835,Bombay,"377 Christopher Ave, Brooklyn",Brownsville,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0836,Corba,"1593 E New York Ave, Brooklyn",Ocean Hill,Tavern,D,"1949,1950,1951"
G0837,Traveler's Inn,"5A Hull St, Brooklyn",Stuyvesant Heights,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0838,Bandwagon,"122 Troy Ave, Brooklyn",Crown Heights North,Tavern,D,1949
G0840,Berry Bros.,"1714 Fulton St, Brooklyn",Crown Heights North,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0842,Bar 668,"688 Halsey St, Brooklyn",Stuyvesant Heights,Tavern,D,"1949,1951,1952,1953,1954,1955"
G0843,Brooklyn Fraternal,"1068 Fulton St, Brooklyn",Clinton Hill,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0844,Frank & Murry's,"95 Varet St, Brooklyn",East Williamsburg,Tavern,D,"1949,1950,1951,1952,1953"
G0845,Topside,"224 Ralph Ave, Brooklyn",Crown Heights North,Tavern,D,"1949,1950,1951,1952,1953"
G0846,Ward's,"1825 Fulton St, Brooklyn",Crown Heights North,Tavern,D,"1949,1950,1951,1952,1953,1955"
G0847,Jefferson,"397 Tompkins Ave, Brooklyn",Bedford,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0848,Bushwick,"375 Bushwick Ave, Brooklyn",Bushwick South,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0849,Lorene's,"373 Nostrand Ave, Brooklyn",Bedford,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0850,Turbo Village,"249 Reid Ave, Brooklyn",Stuyvesant Heights,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0851,Elmo,"243 Reid Ave, Brooklyn",Stuyvesant Heights,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0852,Summer,"693 Gates Ave, Brooklyn",Stuyvesant Heights,Tavern,D,"1949,1950,1951,1952,1953,1954,1955"
G0859,Frank's Caravan,"377 Hancock St, Brooklyn",Bedford,Tavern,D,"1950,1951,1952,1953,1954,1955,1956,1957,1959,1960"
G0861,Ace High,"1172 Fulton St, Brooklyn",Clinton Hill,Tavern,D,"1951,1952,1953"
G0862,Lucky Spot,"307 Grand Ave, Brooklyn",Clinton Hill,Tavern,D,"1951,1952,1953"
G0870,Laredo Bar,"1624 Fulton St, Brooklyn",Crown Heights North,Tavern,D,"1952,1953,1954,1955"
G0871,7 Moons,"793 Bedford Ave, Brooklyn",Bedford,Tavern,D,"1952,1953"
G0872,Baby Grand,"1274 Fulton Street, Brooklyn",Crown Heights North,Tavern,D,"1952,1953,1954,1955"
G0876,Tip Top,"1750 Fulton St, Brooklyn",Crown Heights North,Tavern,D,"1953,1954,1955"
G0877,Topside,"224 Ralph Ave, Brooklyn",Crown Heights North,Tavern,D,"1953,1954,1955"
G0881,Topside,"537 Marcy Ave, Brooklyn",Bedford,Tavern,D,"1954,1955"
G0883,Mrs. A.E. Bryan,"156 Lefferts Pl, Brooklyn",Clinton Hill,Tourist Home,D,1939
G0888,Sexton's,"616 Halsey St, Brooklyn",Stuyvesant Heights,Wine & liquor,D,"1948,1949,1950,1951,1952,1953,1954,1955"
G0891,Jack's,"1309 Prospect Ave, Brooklyn",Windsor Terrace,Wine & liquor,C,"1948,1949,1950,1951,1952,1953"
G1078,Dew Drop,"363 Halsey St, Brooklyn",Stuyvesant Heights,Restaurant,D,1938
G1079,Lucille's,"923 Fulton St, Brooklyn",Clinton Hill,Restaurant,D,1938
G1080,M. & M.,"1455 Fulton St, Brooklyn",Bedford,Restaurant,D,1938
G1081,Richarson,"1686 Fulton St, Brooklyn",Crown Heights North,Restaurant,D,1938
G1082,Rosebud,"1081 Fulton St, Brooklyn",Clinton Hill,Restaurant,D,1938
G1084,Royal,"1073 Fulton St, Brooklyn",Clinton Hill,Tavern,D,1938
G1085,Utopia,"1093 Fulton St, Brooklyn",Clinton Hill,Tavern,D,1938
G1087,Lion's,"307 Ralph Ave, Brooklyn",Ocean Hill,Night Club,D,1938
G1089,Bedford,"1153 Atlantic Ave, Brooklyn",Crown Heights North,Dance Hall,D,1938
G1097,Bartley's,"514 Classon Ave, Brooklyn",Clinton Hill,Beauty Parlor,D,1938
G1098,Cloverleaf,"425 Gates Ave, Brooklyn",Bedford,Beauty Parlor,D,1938
G1099,C. Bogan,"1720 Fulton St, Brooklyn",Crown Heights North,Beauty Parlor,D,1938
G1100,Diddy's,"1518 Fulton St, Brooklyn",Crown Heights North,Beauty Parlor,D,1938
G1101,Emma's,"1391 Fulton St, Brooklyn",Bedford,Beauty Parlor,D,1938
G1102,La Mae,"525 Classon Ave, Brooklyn",Clinton Hill,Beauty Parlor,D,1938
G1103,Victoris,"486 Halsey St, Brooklyn",Stuyvesant Heights,Beauty Parlor,D,1938
G1104,Almanello,"1345 Fulton St, Brooklyn",Bedford,School of Beauty Culture,D,1938
G1105,J. K.,"417 Tompkins Ave, Brooklyn",Bedford,School of Beauty Culture,D,1938
